,author,title_abstract
349,Christine Largeron, réseau structur approch graph attribut structur priet terrain attach géner suit dynam possibil tion graph interfac mesur réseau mesur propriet réseau cour évolu contribu color pap contribu determin verif introduc relat coloring comput theverif hypergraph evalu exper hypergraph interesting identif auteur apprentissag docu auteur problem authentif auteur text auteur problem approch comptag vot apprentissag model représent docu expériment collect compétit clef intérêt approch perform term temp trait mesur influenc indiqu central import posit inform behavior vari proposed structur actor contribu valuat detect generator extract hypergraph solut appliqu hypergraph intérêt communaut développ articl approch optimis extract notion travers strateg nousintroduison generator expériment jeuxd don intérêt approch nombr transversal nombr travers don qualit unepartit sommet compt sommet articl mesur inert partit élément espac vectoriel classif newman méthod criter inert denewman communaut réseau inform exploit don louvain communaut méthod typ don fac dégrad don détect élimin extract hypergraph objet traval littératur articl lien concept fouill don théor cadr calcul nombr exponentiel concis notion travers étud algorithm intérêt model recherch inform utilis émergent réseau individus connexion relat connaiss context diffus inform besoin inform utilis inform besoin model index interrog exploit réseau def représent inform model absenc collect test compétit articl model context utilis model aid collect test ri annot réseau méthod détect communaut réseau inform réseau entit relat inform attribut entit méthod fouill réseau articl méthod classif sommet attribut méthod princip méthod manipul attribut mani apprentissag parametr fusion recherch inform multimédi text imag développ quantit docu text imag context inform inform scor représent poid contribu chaquemodal articl méthod poid expériment collect apprentissag poid grâc ald scor résultat rapport àl utilis modal approch détect diffuseur system méthod anné membr auteur ambassadeur expert articl cadr diffuseursdan context inform apparten membr communaut cadr form notion dediffuseur algorithm détect itemset sélect descripteur catégoris docu mesur ensembl chaîn unif entit similar ensemblesfigur indic cadr articl ensembl chaîn distanc chaîn indic correspond champ chaîn exempl nom integr structur model docu fouill text recherch inform model typ docu model structur docu inform bas articl model représent docu compt poid catégor élément balis structur structur form model aid collect campagn évalu cadr gestion motif fouill don volum utilis quantit motif cas raison confidential coût utilis acces don motif utilis possibil don processus fouill motif situat solut motif articl cadr utilis trait collect motif collect form utilis aid oper motif regl bit motif outil fouill don articl outil visualis séquenc arbre predict typ arbre chaîn ordre appliqu chaîn ordre coût raison caracter représent point vu point vu veil fouill text domain veil inform acteur articl fouill text processus trait don text veil difficult rapport domain appliqu fouill text lieu connaiss don connaiss mesur extract connaiss text revu system mesur caracter docu system bas articl domain apprentissag
350,Osmar R. Zaïane, réseau structur approch graph attribut structur priet terrain attach géner suit dynam possibil tion graph interfac mesur réseau mesur propriet réseau cour évolu forag réseau exploit réseau extract connaiss sociologu question succes utilis parcour réseau appliqu naissanc découvert communaut réseau tendanc expos découvert communaut appliqu don
351,Oualid Benyahia, réseau structur approch graph attribut structur priet terrain attach géner suit dynam possibil tion graph interfac mesur réseau mesur propriet réseau cour évolu mesur influenc indiqu central import posit inform behavior vari proposed structur actor contribu valuat detect
352,Jean-Luc Peiry , approch extract motif temporal fouill motif découvert attribut don extract motif variat domain appliqu don objet relat ordre variat littératur don context approch fouill ordre temporel nombr étud don group indiqu évolu biodivers connaiss group rêt approch domain
353,Marie Pailloux, approch extract motif temporal fouill motif découvert attribut don extract motif variat domain appliqu don objet relat ordre variat littératur don context approch fouill ordre temporel nombr étud don group indiqu évolu biodivers connaiss group rêt approch domain
354,Didier Henry, approch compréhens comport diffus personnal neutral
355,Yakoub Salhi, approch fouill regl associ découvert regl associ don transact tâch fouill don cadr étap énumer étap géner regl articl approch regl associ étap flexibil approch vari fouill regl associ fouill regl expériment jeux don approch perform approch extract motif propriet nombr don articl symetr espac recherch problem motif symetr typ espac motif candidat motif motif propriet exempl motif cadr extract motif faisabl apport approch symetr
356,Abdelhamid Boudane, approch fouill regl associ découvert regl associ don transact tâch fouill don cadr étap énumer étap géner regl articl approch regl associ étap flexibil approch vari fouill regl associ fouill regl expériment jeux don approch perform approch
357,Said Jabbour, approch fouill regl associ découvert regl associ don transact tâch fouill don cadr étap énumer étap géner regl articl approch regl associ étap flexibil approch vari fouill regl associ fouill regl expériment jeux don approch perform approch extract motif propriet nombr don articl symetr espac recherch problem motif symetr typ espac motif candidat motif motif propriet exempl motif cadr extract motif faisabl apport approch symetr
358,Lakhdar Sais, approch fouill regl associ découvert regl associ don transact tâch fouill don cadr étap énumer étap géner regl articl approch regl associ étap flexibil approch vari fouill regl associ fouill regl expériment jeux don approch perform approch extract motif propriet nombr don articl symetr espac recherch problem motif symetr typ espac motif candidat motif motif propriet exempl motif cadr extract motif faisabl apport approch symetr
359,Dominique Cardon, approch plac calcul mond présent regard sociologu développ mond societ enjeux fabriqu environ import protect vi personnalis guidag ouvertur don societ mutat réflexion rôl construct calcul visibil pagerank web outil prééminent inform famill calcul princip autor réput prédict cetteconférent mani représent individus plac societ utilis critiqu calcul vi
360,Hosna Ouni, expertis enjeu tâch entrepris foul traitanc susceptibled pouvoir tâch évalu qualit travail particip contribu efficac campagn méthod niveau expertis particip travail méthod calcul degr expertis ordre class degr expertis don ordre pré méthod théor fonction compt incertitud don campagn
